_id,userId,bitId,watchPercent,completedWatch,rewatched,replayCount,likedDuringWatch,sharedDuringWatch,addedToCart,watch_score,interaction_score,engagement_score
6a1b5e793724c07c530f41df,698e264a2c63bfbc04768582,6a06bfb11a9ba20ae97ce2b1,0,False,True,0,False,False,False,15.0,10,25.0
6a1b5e813724c07c530f41e0,69a001c31efc346e038a8bfc,69b99c44d5ba7b8d34df60eb,14,False,False,0,False,False,False,5.6000000000000005,10,15.600000000000001
6a1b5e833724c07c530f41e1,69a001c31efc346e038a8bfc,6a0efe70c5a9d08fea4c67cf,5,False,False,0,False,False,False,2.0,10,12.0
6a1b5e8a3724c07c530f41e2,69a001c31efc346e038a8bfc,6a101a44a9955ce94394ce5d,19,False,False,0,False,False,False,7.6000000000000005,10,17.6
6a1b5e8d3724c07c530f41e3,69a001c31efc346e038a8bfc,6a101a44a9955ce94394ce5d,6,False,True,0,False,False,False,17.4,10,27.4
6a1b5e8f3724c07c530f41e4,69a001c31efc346e038a8bfc,6a108c54a9955ce94394fb1e,0,False,False,0,False,False,False,0.0,10,10.0
6a1bd5d73724c07c5312ced9,6a1bd5653724c07c5312ce0b,6a108c54a9955ce94394fb1e,11,False,False,0,False,False,False,4.4,10,14.4
6a1bf11d3724c07c5312d162,69902d022c63bfbc0476da36,6a097fdfb7bb9861659c9a20,4,False,False,0,False,False,False,1.6,10,11.6
6a1bf11f3724c07c5312d163,69902d022c63bfbc0476da36,6a06c0a21a9ba20ae97ce604,2,False,False,0,False,False,False,0.8,10,10.8
6a1bf1203724c07c5312d164,69902d022c63bfbc0476da36,6a0c5c48d4f03db64a78945a,1,False,False,0,False,False,False,0.4,10,10.4
6a1bf1883724c07c5312d198,69902d022c63bfbc0476da36,6a1598534dfbf8e8d4fdb4c1,33,False,False,0,False,False,False,13.200000000000001,10,23.200000000000003
6a1bf1893724c07c5312d199,69902d022c63bfbc0476da36,6a0efbb6c5a9d08fea4c6025,1,False,False,0,False,False,False,0.4,10,10.4
6a1bf1973724c07c5312d1bb,69902d022c63bfbc0476da36,6a085a6c1a9ba20ae97fa263,13,False,False,0,False,False,False,5.2,10,15.2
6a1bf1a23724c07c5312d1bc,69902d022c63bfbc0476da36,6a0c58c8d4f03db64a788ccd,30,False,False,0,False,False,False,12.0,10,22.0
6a1bf1a83724c07c5312d1bd,69902d022c63bfbc0476da36,6a0d458cd4f03db64a78fefc,16,False,False,0,False,False,False,6.4,10,16.4
6a1bf1ac3724c07c5312d1be,69902d022c63bfbc0476da36,6a0edae6ed25ae0d7deab2c8,12,False,False,0,False,False,False,4.800000000000001,10,14.8
6a1bf1b43724c07c5312d1bf,69902d022c63bfbc0476da36,6a0efe70c5a9d08fea4c67cf,20,False,False,0,False,False,False,8.0,10,18.0
6a1bf1bb3724c07c5312d1c0,69902d022c63bfbc0476da36,6a130a9ba9955ce94395f998,21,False,False,0,False,False,False,8.4,10,18.4
6a1bf1c23724c07c5312d1c1,69902d022c63bfbc0476da36,6a130b7ea9955ce94395f9c6,13,False,False,0,False,False,False,5.2,10,15.2
6a1bf1c63724c07c5312d1c2,69902d022c63bfbc0476da36,6a1598534dfbf8e8d4fdb4c1,8,False,True,0,False,False,False,18.2,10,28.2
6a1bf1e53724c07c5312d1dc,69902d022c63bfbc0476da36,6a1878f7fcdbfad047e3e197,44,False,False,0,False,False,False,17.6,10,27.6
6a1bf1ea3724c07c5312d1de,69902d022c63bfbc0476da36,6a18903ffcdbfad047e3ea86,10,False,False,0,False,False,False,4.0,10,14.0
6a1bf1ec3724c07c5312d1e0,69902d022c63bfbc0476da36,69b9a3d2d5ba7b8d34df6f90,10,False,False,0,False,False,False,4.0,10,14.0
6a1bf2033724c07c5312d1e1,69902d022c63bfbc0476da36,6a18903ffcdbfad047e3ea86,8,False,True,0,False,False,False,18.2,10,28.2
6a1bf2073724c07c5312d1e2,69902d022c63bfbc0476da36,6a1598534dfbf8e8d4fdb4c1,7,False,True,0,False,False,False,17.8,10,27.8
